key,x,y,z,yaw,pitch,roll
x268,2.28269,2.32404,0.0834405,0.643556,-1.15278,1.0158
x269,2.26687,2.32514,0.0826479,0.636753,-1.14556,1.03738
x270,2.25168,2.32625,0.0824588,0.631677,-1.13882,1.05699
x271,2.23664,2.32744,0.0828558,0.628079,-1.1324,1.07534
x272,2.22224,2.32868,0.0838136,0.626003,-1.12657,1.09193
x273,2.208,2.33,0.0853398,0.625151,-1.12111,1.10748
x274,2.1944,2.33139,0.0873656,0.625346,-1.11619,1.12167
x275,2.18098,2.3329,0.0899377,0.626401,-1.11163,1.13511
x276,2.1348,2.33955,0.103854,0.637063,-1.09906,1.17723
x277,2.09172,2.34901,0.125747,0.654272,-1.09239,1.21317
x278,2.08186,2.35188,0.132339,0.658541,-1.09157,1.2215
x279,2.07254,2.35493,0.139239,0.662457,-1.09104,1.2296
x280,2.06137,2.3591,0.148497,0.666792,-1.0907,1.23978
x281,2.04871,2.36462,0.160506,0.671449,-1.09104,1.25189
x282,2.0427,2.36759,0.166859,0.673636,-1.09162,1.25784
x283,2.0351,2.37171,0.175589,0.676255,-1.09275,1.26565
x284,2.02776,2.37617,0.184865,0.678486,-1.0943,1.27366
x285,2.02252,2.37967,0.192052,0.679788,-1.09569,1.27974
x286,2.01592,2.38451,0.20188,0.681044,-1.09789,1.2879
x287,2.00959,2.3897,0.212274,0.681761,-1.10058,1.29639
x288,2.00371,2.39509,0.222902,0.681779,-1.10364,1.30504
x289,1.99809,2.40083,0.23411,0.680954,-1.10711,1.31425
x290,1.99292,2.40676,0.245547,0.679164,-1.11086,1.32385
x291,1.98801,2.41306,0.257586,0.676313,-1.11503,1.3342
x292,1.98354,2.41953,0.269845,0.672445,-1.11954,1.34504
x293,1.97934,2.42638,0.282727,0.667264,-1.12447,1.35685
x294,1.97556,2.43339,0.295833,0.660756,-1.12964,1.36942
x295,1.97208,2.44076,0.309589,0.652526,-1.13514,1.3833
x296,1.96901,2.44827,0.323567,0.642746,-1.14084,1.39817
x297,1.96625,2.45615,0.338224,0.630995,-1.14694,1.41462
x298,1.9639,2.46414,0.353102,0.617427,-1.15319,1.43233
x299,1.96188,2.47247,0.368694,0.601364,-1.15971,1.45208
x300,1.96028,2.48087,0.384519,0.58307,-1.16622,1.47348
x301,1.95886,2.48946,0.401035,0.562268,-1.17189,1.497
x302,1.95671,2.50634,0.434318,0.518715,-1.17933,1.54463
x303,1.9565,2.52326,0.466966,0.477676,-1.1862,1.58688
x304,1.9618,2.54931,0.511216,0.431791,-1.2079,1.62643
x305,1.97138,2.57,0.538432,0.418308,-1.24384,1.62642
x306,1.98729,2.59584,0.571651,0.414415,-1.28544,1.60583
x307,1.99378,2.6051,0.585021,0.410968,-1.29381,1.59913
x308,2.01315,2.62817,0.619811,0.398122,-1.30482,1.58316
x309,2.14703,2.7016,0.721093,0.348989,-1.36583,1.47755
x310,2.1729,2.70726,0.727299,0.357312,-1.39398,1.44356
x311,2.18858,2.70984,0.72998,0.364903,-1.40878,1.42127
x312,2.20819,2.71231,0.731961,0.369384,-1.41689,1.40013
x313,2.22641,2.71395,0.732391,0.368096,-1.4163,1.38754
x314,2.24433,2.71509,0.731814,0.365044,-1.41197,1.37807
x315,2.2619,2.71594,0.730953,0.365167,-1.40889,1.36623
x316,2.27968,2.71656,0.730211,0.368024,-1.40751,1.35131
x317,2.29689,2.71687,0.729508,0.369788,-1.40571,1.33754
x318,2.31423,2.71691,0.728877,0.370587,-1.40419,1.32461
x319,2.33132,2.71673,0.72842,0.370586,-1.40376,1.31293
x320,2.34886,2.71635,0.728225,0.370058,-1.40519,1.30207
x321,2.36629,2.71572,0.728266,0.369861,-1.4077,1.29111
x322,2.38413,2.71471,0.728354,0.371424,-1.4101,1.27766
x323,2.4019,2.71334,0.728385,0.375887,-1.41224,1.2609
x324,2.42025,2.71153,0.72826,0.384631,-1.4141,1.23902
x325,2.43868,2.70932,0.727884,0.398579,-1.41553,1.21147
x326,2.45783,2.70672,0.727354,0.414528,-1.41608,1.18122
x327,2.47706,2.70392,0.726433,0.427864,-1.41556,1.15348
x328,2.49689,2.70075,0.724467,0.43952,-1.41433,1.12676
x329,2.51663,2.69725,0.720921,0.449826,-1.4128,1.10108
x330,2.53683,2.69323,0.715083,0.459985,-1.41126,1.07464
x331,2.55657,2.68885,0.707106,0.477011,-1.41107,1.04235
x332,2.57628,2.68406,0.697594,0.507888,-1.41305,0.997962
x333,2.59532,2.67902,0.687579,0.551418,-1.4167,0.942682
x334,2.64153,2.66489,0.664166,0.720165,-1.42996,0.748335
x335,2.71506,2.6333,0.656791,1.21012,-1.44703,0.208316
x336,2.75456,2.60429,0.677958,1.61266,-1.44224,-0.235096
x337,2.76949,2.58913,0.685437,1.78387,-1.43304,-0.42218
x338,2.7836,2.57212,0.690615,1.93481,-1.4185,-0.587763
x339,2.79973,2.54911,0.692371,2.07733,-1.39424,-0.745739
x340,2.81024,2.53208,0.690008,2.14759,-1.37437,-0.824714
x341,2.81752,2.51856,0.686562,2.17841,-1.35906,-0.861294
x342,2.82366,2.50488,0.68251,2.18859,-1.3453,-0.876599
x343,2.82888,2.49073,0.678023,2.18818,-1.33262,-0.880717
x344,2.83303,2.47672,0.673533,2.18415,-1.32137,-0.880306
x345,2.8369,2.4587,0.668096,2.18324,-1.30851,-0.88248
x346,2.83856,2.44207,0.663872,2.18464,-1.29885,-0.885128
x347,2.83797,2.42599,0.660628,2.18068,-1.29208,-0.881279
x348,2.83551,2.41088,0.658302,2.17439,-1.28753,-0.874199
x349,2.83143,2.39615,0.656669,2.16817,-1.2842,-0.866551
x350,2.82622,2.38213,0.655643,2.16471,-1.28135,-0.861317
x351,2.81985,2.3684,0.655203,2.16488,-1.27972,-0.859102
x352,2.81222,2.35552,0.655854,2.16526,-1.28041,-0.856087
x353,2.80276,2.34317,0.658243,2.16159,-1.28293,-0.847794
x354,2.79148,2.33181,0.662963,2.14961,-1.28669,-0.82997
x355,2.77774,2.32115,0.670912,2.1241,-1.29114,-0.797078
x356,2.76246,2.31149,0.679744,2.09125,-1.29548,-0.756687
x357,2.72858,2.29417,0.69261,2.02851,-1.3038,-0.680962
x358,2.68649,2.27816,0.699245,1.96393,-1.31259,-0.603354
x359,2.61651,2.26064,0.69311,1.87869,-1.32482,-0.495252
x360,2.55648,2.25223,0.672119,1.82317,-1.33345,-0.411151
x361,2.48896,2.25099,0.644965,1.68985,-1.34838,-0.228432
x362,2.46136,2.25222,0.636172,1.59862,-1.35337,-0.115326
x363,2.43318,2.25384,0.627999,1.49293,-1.35497,0.0116142
x364,2.37032,2.25756,0.610424,1.26212,-1.34146,0.279885
x365,2.35329,2.25844,0.605218,1.21144,-1.33371,0.336995
x366,2.33069,2.25986,0.598569,1.15364,-1.32263,0.400372
x367,2.30879,2.26191,0.593051,1.10635,-1.31265,0.450522
x368,2.28704,2.26473,0.588319,1.06871,-1.30397,0.489179
